E,M,C,X,temp,n_temp,N,steps,H,wall_time
-0.3810462849183164,0.3329986879794479,0.01623925176019725,0.043360752803316416,0.2,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4108907827649817,0.4495048868129566,0.09023059657123074,0.050111390558126856,0.22456140350877193,400,16,4000,[1. 0. 0.],62.12465023994446
-0.42360518697200694,0.42165180190572654,0.08147727528038474,0.01707763477626841,0.24912280701754388,400,16,4000,[1. 0. 0.],62.12465023994446
-0.42475574196951177,0.5570272718825556,0.0044495850936711375,0.022442924278481567,0.2736842105263158,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4311621540908529,0.5578193284899065,0.03021620584041513,0.03834029283639411,0.29824561403508776,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4458325767630498,0.5313846546168273,0.0031482528737935417,0.01975707098748937,0.32280701754385965,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4529721312926735,0.474482443550921,0.048302808176760983,0.01985874989438316,0.3473684210526316,400,16,4000,[1. 0. 0.],62.12465023994446
-0.47248746989080725,0.4410832662182391,0.0021805104629261415,0.021751676444135795,0.37192982456140355,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5076615591795186,0.6774847120815034,0.026574720407775757,0.04265076471144254,0.39649122807017545,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5090828822628287,0.38582006880550285,0.03396526231106556,0.010256555344164475,0.4210526315789474,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5086968143257667,0.5459730091967038,0.030565790732008193,0.19036629751168638,0.44561403508771935,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5242126405907971,0.5982679418532978,0.04527033578731543,0.03257304517320115,0.4701754385964913,400,16,4000,[1. 0. 0.],62.12465023994446
-0.530609119571419,0.6763283856979142,0.02881788959407062,0.08493459467512186,0.4947368421052632,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5485403450930177,0.6452803117776422,0.03933459530301843,0.12298079700865586,0.5192982456140351,400,16,4000,[1. 0. 0.],62.12465023994446
-0.55686618639393,0.5302591738140251,0.02867436588216216,0.08016911513134059,0.5438596491228072,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5673182469922934,0.504949389127628,0.011398469242945936,0.09288627304317269,0.5684210526315789,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5869390525718238,0.5024056118737753,0.01933753771961558,0.07056677713066842,0.5929824561403509,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5857248612430412,0.6467304648785049,0.015206214560622454,0.019177630514635165,0.617543859649123,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5994304775624308,0.5818343244787683,0.02712319746913117,0.048687637105401194,0.6421052631578947,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6157690316352618,0.5972045128645251,0.02890900603072665,0.08375738888678085,0.6666666666666667,400,16,4000,[1. 0. 0.],62.12465023994446
-0.617956058526804,0.6142835502521843,0.04052241725727332,0.049183994521064284,0.6912280701754387,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6400332401547513,0.5221331167439229,0.0161139326770238,0.11122288297587826,0.7157894736842105,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6459590966146375,0.5789727734857898,0.059153606385350006,0.09250240889413998,0.7403508771929825,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6441336089494103,0.6660777036935099,0.047612188790498104,0.027505390722579633,0.7649122807017545,400,16,4000,[1. 0. 0.],62.12465023994446
-0.651635329269955,0.7443689688577487,0.0067886870912742675,0.2551171132337174,0.7894736842105263,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6608152732103336,0.6872771062268733,0.013961091711570702,0.24825543208839496,0.8140350877192983,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6646693623640229,0.7682388585745259,0.0068641456724253015,0.1305179186651741,0.8385964912280703,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6744323663392756,0.8105688340431175,0.005992738055926699,0.1272275391053421,0.8631578947368421,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6727711821205087,0.7809643209995588,0.039628293685130725,0.40744540623523984,0.8877192982456141,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6808704895980621,0.9473805610360396,0.006688445864489683,0.07235606333844712,0.9122807017543861,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6710633796353485,0.8610124250553536,0.010543397483119124,0.07224429174588967,0.9368421052631579,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6724488635191833,0.8432430829549252,0.019256380429279074,0.1542247165822806,0.9614035087719299,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6887174688887809,0.7669626793999118,0.012971271230692735,0.2277087361657927,0.9859649122807019,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6824913210140804,0.8698570499192442,0.025518368149835834,0.938082438697559,1.0105263157894737,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6752662923397796,0.8126562243713763,0.011710972932527038,0.13934244324825978,1.0350877192982457,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6754488973617943,0.8758868165699264,0.03329036208819734,0.10843003894513623,1.0596491228070177,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6679473275438351,0.8200322229148659,0.016379150042158497,0.22534058488321498,1.0842105263157895,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6727663555293106,0.8098939709238486,0.030545648076237733,0.6482002590384053,1.1087719298245615,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6533939543577328,0.7353511639146463,0.02791995226094495,0.12954357664398228,1.1333333333333335,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6580990810334578,0.7888567645659209,0.028422123147242795,0.28960585094498015,1.1578947368421053,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6536116138063054,0.8695287536418715,0.02057715034128538,0.31361807699074373,1.1824561403508773,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6502930631205012,0.8837036052012999,0.03552685390528533,0.286099297048232,1.2070175438596493,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6388279256109627,0.822048709206623,0.03840307444971055,0.6560167857456051,1.231578947368421,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6369947587595518,0.8152741577133903,0.026621042959237107,0.4522732770733394,1.2561403508771931,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6376574947800382,0.7828806282377552,0.03320997196238016,0.7290065298388517,1.2807017543859651,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6227364536390849,0.8524722113818612,0.0428342651232132,0.873396179933,1.305263157894737,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6228429917400937,0.771364614225506,0.038688309188862256,0.40497898730437387,1.329824561403509,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6214026377334991,0.8288665199306631,0.042380499184263266,0.6246365110488773,1.354385964912281,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6029065110490596,0.8417769185778065,0.043812383037016046,0.7404095050831656,1.3789473684210527,400,16,4000,[1. 0. 0.],62.12465023994446
-0.6007581298160136,0.7928299369761721,0.04342176467693201,0.5100758289875124,1.4035087719298247,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5987636965224568,0.8249295589977326,0.052482970661728,0.9122390005223413,1.4280701754385967,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5806641656851906,0.7755757020148747,0.06357130967356245,0.46279164663172423,1.4526315789473685,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5772624282820973,0.7570068810302464,0.06836498759260913,0.9706690775647506,1.4771929824561405,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5700696300643017,0.6992121840948423,0.04850834102980465,0.7339784234661328,1.5017543859649125,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5595380728626241,0.7407664705110854,0.06872252500780313,0.5846114812953417,1.5263157894736843,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5514026297536422,0.7503389862296084,0.06372826901601814,0.6059971748185874,1.5508771929824563,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5435648793526576,0.7352638788043245,0.07604176712511693,0.7706964763376346,1.5754385964912283,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5267321110860821,0.716478192149804,0.07628953001798666,1.0439922691087133,1.6,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5200095417914494,0.720757320357127,0.07347761220806452,0.5808630305164997,1.624561403508772,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5194111956049584,0.7146464325549801,0.08860139019241693,0.7471385443923961,1.649122807017544,400,16,4000,[1. 0. 0.],62.12465023994446
-0.5100589646197257,0.7028149176983228,0.06861054415974259,0.8340941610728486,1.6736842105263159,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4904621018857669,0.6759568579103126,0.0772592906464383,0.8367233594002035,1.698245614035088,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4883478115900476,0.6965743272901854,0.08003747576357426,0.8451492990360516,1.72280701754386,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4778321112110466,0.6681950011580573,0.092915987374937,0.9103942013925742,1.7473684210526317,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4680377411231068,0.6484206947462616,0.08591328659269401,0.743235905295631,1.7719298245614037,400,16,4000,[1. 0. 0.],62.12465023994446
-0.45889258172017044,0.648746375798303,0.08309428864716532,0.6457854371156994,1.7964912280701757,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4455977675862076,0.6380646494578288,0.0730284167060161,0.8130260458966763,1.8210526315789475,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4341938928231865,0.6194757156809843,0.10315032803887804,1.061443879444963,1.8456140350877195,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4215517733566843,0.5962750507313526,0.08088423851998267,0.9441141320342767,1.8701754385964915,400,16,4000,[1. 0. 0.],62.12465023994446
-0.4199146050618444,0.6107081681559056,0.08823429559665436,0.7970539999448611,1.8947368421052633,400,16,4000,[1. 0. 0.],62.12465023994446
-0.40551764468458834,0.58206600885715,0.07829090904052419,0.8416991071902492,1.9192982456140353,400,16,4000,[1. 0. 0.],62.12465023994446
-0.39427665613768936,0.5428041093918796,0.07699840045833971,1.0172371012061638,1.9438596491228073,400,16,4000,[1. 0. 0.],62.12465023994446
-0.38813144914546815,0.5574613932090322,0.08087610096784432,0.9225618935743516,1.968421052631579,400,16,4000,[1. 0. 0.],62.12465023994446
-0.37817765254312613,0.5576708329553085,0.08537229937362933,0.7758676109239436,1.992982456140351,400,16,4000,[1. 0. 0.],62.12465023994446
-0.36172499407904424,0.5114465497815558,0.08425205535057466,0.8411772924634571,2.0175438596491233,400,16,4000,[1. 0. 0.],62.12465023994446
-0.35143853238194583,0.5186053740861533,0.07111788060057005,0.9175842677931195,2.042105263157895,400,16,4000,[1. 0. 0.],62.12465023994446
-0.34176397185071083,0.48933609495196073,0.06992364948723445,0.8838322649653895,2.066666666666667,400,16,4000,[1. 0. 0.],62.12465023994446
-0.33760462742206415,0.5042452623382131,0.084866292203862,0.834162478617571,2.091228070175439,400,16,4000,[1. 0. 0.],62.12465023994446
-0.3305927175886521,0.5011438290852667,0.07146024697113876,0.8826263442270323,2.115789473684211,400,16,4000,[1. 0. 0.],62.12465023994446
-0.32143007038865246,0.4715912018280365,0.058635074880166047,0.6979499600623751,2.140350877192983,400,16,4000,[1. 0. 0.],62.12465023994446
-0.31630969267666753,0.4854757662958861,0.06946546492538155,0.8821799747054793,2.164912280701755,400,16,4000,[1. 0. 0.],62.12465023994446
-0.3039732544231733,0.44616057897882283,0.06113811888145905,0.7771200201373575,2.1894736842105265,400,16,4000,[1. 0. 0.],62.12465023994446
-0.299402027280095,0.44531846053179597,0.05792360530073131,0.6689665007409651,2.214035087719299,400,16,4000,[1. 0. 0.],62.12465023994446
-0.2936585017458344,0.43131832568714673,0.05678145724514352,0.801711631210509,2.2385964912280705,400,16,4000,[1. 0. 0.],62.12465023994446
-0.28061742762096065,0.4237965152313776,0.061091974421808935,0.7697682904376326,2.2631578947368425,400,16,4000,[1. 0. 0.],62.12465023994446
-0.2736345642648457,0.41680639906410893,0.05198258831139716,0.8577031917562311,2.2877192982456145,400,16,4000,[1. 0. 0.],62.12465023994446
-0.2671684768132242,0.4046527572157156,0.053358071153210326,0.8190366275391984,2.3122807017543865,400,16,4000,[1. 0. 0.],62.12465023994446
-0.26312504800851844,0.4046349354043893,0.056014068517126064,1.0747719998121306,2.3368421052631585,400,16,4000,[1. 0. 0.],62.12465023994446
-0.26037273890296686,0.3927447713812773,0.057566469065872,0.8268457413980824,2.3614035087719305,400,16,4000,[1. 0. 0.],62.12465023994446
