E,M,C,X,temp,n_temp,N,steps,H,wall_time
-0.3357834421580376,-0.006835521136071295,10.068451653205557,0.26767599626179805,0.2,400,256,4000,[0. 0. 0.],10393.860737085342
-0.34873177540844447,0.012661605317489772,9.546802347251827,0.04379663523171068,0.22456140350877193,400,256,4000,[0. 0. 0.],10393.860737085342
-0.3625216377761905,0.02223874905730357,9.23764057569875,0.05278172341138252,0.24912280701754388,400,256,4000,[0. 0. 0.],10393.860737085342
-0.37473255725283666,0.016946015027984714,8.625121144459882,0.14179804495456894,0.2736842105263158,400,256,4000,[0. 0. 0.],10393.860737085342
-0.38562476767752923,0.007977796728316083,8.385866959523678,0.5399931230986998,0.29824561403508776,400,256,4000,[0. 0. 0.],10393.860737085342
-0.3980001771963502,-0.0028540156953207976,7.785437043833904,0.10381248948632289,0.32280701754385965,400,256,4000,[0. 0. 0.],10393.860737085342
-0.4086074359622796,0.009442116372475632,7.9759688790185646,0.043013542877302864,0.3473684210526316,400,256,4000,[0. 0. 0.],10393.860737085342
-0.4196469726284783,-0.007930267726084381,7.286563848908718,0.20210508619968318,0.37192982456140355,400,256,4000,[0. 0. 0.],10393.860737085342
-0.42945666569985225,0.022196770130996985,6.922051045213662,0.041510001527533126,0.39649122807017545,400,256,4000,[0. 0. 0.],10393.860737085342
-0.4393415476955038,0.019091223329617525,6.991914367692203,0.27434706674770837,0.4210526315789474,400,256,4000,[0. 0. 0.],10393.860737085342
-0.4485725283052695,0.03277819030856256,7.14004596083276,0.17881850873963046,0.44561403508771935,400,256,4000,[0. 0. 0.],10393.860737085342
-0.4578079078441761,0.03031826796723543,5.83070193798915,0.10562708845722041,0.4701754385964913,400,256,4000,[0. 0. 0.],10393.860737085342
-0.46601575474200685,0.004200913038924499,5.550688095384554,0.18445316805944786,0.4947368421052632,400,256,4000,[0. 0. 0.],10393.860737085342
-0.4737793817440552,-0.013021737423335745,4.864730264287464,0.07897948866652175,0.5192982456140351,400,256,4000,[0. 0. 0.],10393.860737085342
-0.4816387747288511,-0.0027278335865313494,4.833021757683499,0.09455149653742677,0.5438596491228072,400,256,4000,[0. 0. 0.],10393.860737085342
-0.4878023497718129,0.037769974512171324,4.8567819518067825,0.33095443981960354,0.5684210526315789,400,256,4000,[0. 0. 0.],10393.860737085342
